permitnum,address,category,description,statuscurrent,applieddate,decisiondate,communityname,ward,quadrant,latitude,longitude,srg,sector
DP2023-04420,6 MARTHA'S MEADOW CL NE,Residential - Secondary Suite,NEW: SECONDARY SUITE (BASEMENT),In Advertising,2023-07-03T00:00:00.000,2023-08-14T00:00:00.000,MARTINDALE,5.0,NE,51.124,-113.963,ESTABLISHED,NORTHEAST
DP2023-04415,225 COPPERLEAF WY SE,Residential - Secondary Suite,NEW: SECONDARY SUITE (BASEMENT),In Advertising,2023-07-03T00:00:00.000,2023-08-04T00:00:00.000,COPPERFIELD,12.0,SE,50.912,-113.927,ESTABLISHED,SOUTHEAST
DP2023-04468,50 SAGE BERRY WY NW,Residential - Secondary Suite,NEW: SECONDARY SUITE (BASEMENT),In Advertising,2023-07-04T00:00:00.000,2023-08-14T00:00:00.000,SAGE HILL,2.0,NW,51.181,-114.157,DEVELOPING,NORTH
DP2023-04443,87 REDSTONE HT NE,Residential - Secondary Suite,NEW: SECONDARY SUITE (BASEMENT),In Advertising,2023-07-04T00:00:00.000,2023-08-14T00:00:00.000,REDSTONE,5.0,NE,51.174,-113.967,DEVELOPING,NORTHEAST
DP2023-04433,175 DALCASTLE CL NW,Residential - Additions over 10 sq metres,"ADDITION: SINGLE DETACHED DWELLING (MAIN FLOOR - FRONT PORCH, ATTACHED GARAGE, REAR COVERED DECK, SECOND FLOOR - ABOVE ATTACHED GARAGE)",In Advertising,2023-07-04T00:00:00.000,2023-08-10T00:00:00.000,DALHOUSIE,4.0,NW,51.114,-114.167,ESTABLISHED,NORTHWEST
DP2023-04471,1602 19 AV NW,Residential - Additions over 10 sq metres,"NEW: SECONDARY SUITE (BASEMENT OF SEMI-DETACHED DWELLING - 2); ADDITION: SEMI-DETACHED DWELLING (2ND FLOOR - EAST ELEVATION), ACCESSORY RESIDENTIAL BUILDING (EAST ELEVATION); CHANGE OF USE: SEMI-DETACHED DWELLING",In Circulation,2023-07-05T00:00:00.000,,CAPITOL HILL,7.0,NW,51.07,-114.097,ESTABLISHED,CENTRE
DP2023-04470,5703 MAIDSTONE CR NE,Residential - Secondary Suite,NEW: SECONDARY SUITE (BASEMENT),In Advertising,2023-07-05T00:00:00.000,2023-08-14T00:00:00.000,MARLBOROUGH PARK,10.0,NE,51.059,-113.952,ESTABLISHED,NORTHEAST
DP2023-04523,274 WILDWOOD DR SW,Residential - Additions over 10 sq metres,ADDITION: SINGLE DETACHED DWELLING (FRONT PORCH),In Advertising,2023-07-06T00:00:00.000,2023-08-09T00:00:00.000,WILDWOOD,6.0,SW,51.058,-114.154,ESTABLISHED,WEST
DP2023-04520,1808 BROADVIEW RD NW,Residential - Contextual Dwelling,NEW: SINGLE DETACHED DWELLING,In Advertising,2023-07-06T00:00:00.000,2023-08-18T00:00:00.000,HILLHURST,7.0,NW,51.05,-114.101,ESTABLISHED,CENTRE
DP2023-04518,151 SAVANNA WY NE,Residential - Secondary Suite,NEW: SECONDARY SUITE (BASEMENT) - PARKING STALL,In Advertising,2023-07-06T00:00:00.000,2023-08-04T00:00:00.000,SADDLE RIDGE,5.0,NE,51.137,-113.969,DEVELOPING,NORTHEAST
DP2023-04499,16 EVANSBOROUGH RD NW,Residential - Secondary Suite,NEW: SECONDARY SUITE (BASEMENT),In Advertising,2023-07-06T00:00:00.000,2023-08-11T00:00:00.000,EVANSTON,2.0,NW,51.182,-114.125,COMPLETE,NORTH
DP2023-04497,2739 1 AV NW,Residential - New Single / Semi / Duplex,REVISION: SINGLE DETACHED DWELLING (CHANGES TO DP2021-8491),In Advertising,2023-07-06T00:00:00.000,2023-08-09T00:00:00.000,WEST HILLHURST,7.0,NW,51.055,-114.125,ESTABLISHED,CENTRE
DP2023-04552,317 CARRINGVUE PL NW,Residential - Secondary Suite,NEW: SECONDARY SUITE (BASEMENT),In Advertising,2023-07-07T00:00:00.000,2023-08-18T00:00:00.000,CARRINGTON,3.0,NW,51.178,-114.082,DEVELOPING,NORTH
DP2023-04564,104 REDSTONE VI NE,Residential - Secondary Suite,NEW: SECONDARY SUITE (BASEMENT),In Advertising,2023-07-08T00:00:00.000,2023-08-21T00:00:00.000,REDSTONE,5.0,NE,51.17,-113.969,DEVELOPING,NORTHEAST
DP2023-04568,4727 84 ST NE,Residential - New Single / Semi / Duplex,REVISION: SINGLE DETACHED DWELLING (BUILDING LOCATION),In Advertising,2023-07-09T00:00:00.000,2023-08-10T00:00:00.000,RESIDUAL WARD 10 - SUB AREA 10E,10.0,NE,51.095,-113.912,,
DP2023-04566,368 WHITEFIELD DR NE,Residential - Secondary Suite,NEW: SECONDARY SUITE (BASEMENT),In Advertising,2023-07-09T00:00:00.000,2023-08-09T00:00:00.000,WHITEHORN,10.0,NE,51.092,-113.972,ESTABLISHED,NORTHEAST
DP2023-04617,43 MARTINGLEN WY NE,Residential - Secondary Suite,"NEW: SECONDARY SUITE (BASEMENT) - PARKING STALL, LOT WIDTH",In Advertising,2023-07-10T00:00:00.000,2023-08-14T00:00:00.000,MARTINDALE,5.0,NE,51.112,-113.966,ESTABLISHED,NORTHEAST
DP2023-04599,4403 GREENVIEW DR NE,Residential - Secondary Suite,NEW: SECONDARY SUITE (BASEMENT - AVPA),In Circulation,2023-07-10T00:00:00.000,,GREENVIEW,4.0,NE,51.091,-114.055,ESTABLISHED,CENTRE
DP2023-04597,4401 GREENVIEW DR NE,Residential - Secondary Suite,NEW: SECONDARY SUITE (BASEMENT - AVPA),In Circulation,2023-07-10T00:00:00.000,,GREENVIEW,4.0,NE,51.091,-114.055,ESTABLISHED,CENTRE
DP2023-04595,68 CITYSCAPE PL NE,Residential - Secondary Suite,NEW: SECONDARY SUITE (BASEMENT) - PARKING STALL SIZE,In Advertising,2023-07-10T00:00:00.000,2023-08-14T00:00:00.000,CITYSCAPE,5.0,NE,51.15,-113.963,DEVELOPING,NORTHEAST
DP2023-04593,5921 SADDLEHORN DR NE,Residential - Secondary Suite,NEW: SECONDARY SUITE (BASEMENT),In Advertising,2023-07-10T00:00:00.000,2023-08-04T00:00:00.000,SADDLE RIDGE,5.0,NE,51.129,-113.951,DEVELOPING,NORTHEAST
DP2023-04592,326 RED SKY TC NE,Residential - Secondary Suite,NEW: SECONDARY SUITE (BASEMENT),In Advertising,2023-07-10T00:00:00.000,2023-08-07T00:00:00.000,REDSTONE,5.0,NE,51.174,-113.949,DEVELOPING,NORTHEAST
DP2023-04572,71 WALDEN GR SE,Residential - Secondary Suite,NEW: SECONDARY SUITE (BASEMENT),In Advertising,2023-07-10T00:00:00.000,2023-08-09T00:00:00.000,WALDEN,14.0,SE,50.871,-114.029,COMPLETE,SOUTH
DP2023-04571,115 SKYVIEW POINT RD NE,Residential - Secondary Suite,NEW: SECONDARY SUITE (BASEMENT),In Advertising,2023-07-10T00:00:00.000,2023-08-04T00:00:00.000,SKYVIEW RANCH,5.0,NE,51.16,-113.95,DEVELOPING,NORTHEAST
DP2023-04650,33 HENDON PL NW,Residential - New Single / Semi / Duplex,REVISION: SINGLE DETACHED DWELLING (REVISION TO DP2022-00766),In Advertising,2023-07-11T00:00:00.000,2023-08-21T00:00:00.000,HIGHWOOD,4.0,NW,51.09,-114.074,ESTABLISHED,CENTRE
DP2023-04701,1516 23 ST NW,Residential - Contextual Dwelling,"NEW: CONTEXTUAL SINGLE DETACHED DWELLING, ACCESSORY RESIDENTIAL BUILDING (GARAGE)",Pending Release,2023-07-12T00:00:00.000,2023-08-21T00:00:00.000,HOUNSFIELD HEIGHTS/BRIAR HILL,7.0,NW,51.066,-114.116,ESTABLISHED,CENTRE
DP2023-04694,316 WASCANA RD SE,Residential - Secondary Suite,NEW: SECONDARY SUITE (BASEMENT),In Advertising,2023-07-12T00:00:00.000,2023-08-14T00:00:00.000,WILLOW PARK,11.0,SE,50.96,-114.062,ESTABLISHED,SOUTH
DP2023-04662,7963 LAGUNA WY NE,Residential - Secondary Suite,"REVISION: SECONDARY SUITE (BASEMENT, CHANGES TO DP2023-01771)",In Advertising,2023-07-12T00:00:00.000,2023-08-07T00:00:00.000,MONTEREY PARK,10.0,NE,51.093,-113.93,ESTABLISHED,NORTHEAST
DP2023-04726,5411 DALRYMPLE CR NW,Residential - Secondary Suite,NEW: SECONDARY SUITE (BASEMENT) - PARKING STALL,In Advertising,2023-07-13T00:00:00.000,2023-08-09T00:00:00.000,DALHOUSIE,4.0,NW,51.11,-114.162,ESTABLISHED,NORTHWEST
DP2023-04715,1675 14 AV SE,Residential - Multi-Family - Minor and Rowhouses,"NEW: ROWHOUSE BUILDING (1 BUILDING), SECONDARY SUITE (4 SUITES), ACCESSORY RESIDENTIAL BUILDING (GARAGE)",Pending Release,2023-07-13T00:00:00.000,2024-01-29T00:00:00.000,INGLEWOOD,9.0,SE,51.04,-114.024,ESTABLISHED,CENTRE
DP2023-04704,331R 19 ST NE,Residential - Secondary Suite,REVISION: SECONDARY SUITE (CHANGES TO DP2023-00610); RELAXATION: SINGLE DETACHED DWELLING (COVERED STAIRWELL) - BUILDING SETBACK FROM SIDE PROPERTY LINE,In Advertising,2023-07-13T00:00:00.000,2023-08-14T00:00:00.000,MAYLAND HEIGHTS,10.0,NE,51.055,-114.01,ESTABLISHED,NORTHEAST
DP2023-04757,229 28 AV NW,Residential - Secondary Suite,NEW: SECONDARY SUITE (BASEMENT) - PARKING STALL,In Advertising,2023-07-14T00:00:00.000,2023-08-21T00:00:00.000,TUXEDO PARK,7.0,NW,51.078,-114.067,ESTABLISHED,CENTRE
DP2023-04759,48 HARROW CR SW,Residential - Secondary Suite,NEW: SECONDARY SUITE (BASEMENT),In Advertising,2023-07-15T00:00:00.000,2023-08-21T00:00:00.000,HAYSBORO,11.0,SW,50.972,-114.081,ESTABLISHED,SOUTH
DP2023-04758,116 MALLARD GV SE,Residential - New Single / Semi / Duplex,NEW: SINGLE DETACHED DWELLING (PARKING STALL DIMENSION),In Advertising,2023-07-15T00:00:00.000,2023-08-14T00:00:00.000,RANGEVIEW,12.0,SE,50.871,-113.926,DEVELOPING,SOUTHEAST
DP2023-04765,7368 80 AV NE,Residential - Secondary Suite,NEW: SECONDARY SUITE (BASEMENT),In Advertising,2023-07-16T00:00:00.000,2023-08-21T00:00:00.000,SADDLE RIDGE,5.0,NE,51.125,-113.927,DEVELOPING,NORTHEAST
DP2023-04764,132 EVERGLEN GV SW,Residential - Secondary Suite,NEW: SECONDARY SUITE (BASEMENT),In Advertising,2023-07-16T00:00:00.000,2023-08-21T00:00:00.000,EVERGREEN,13.0,SW,50.908,-114.125,ESTABLISHED,SOUTH
DP2023-04763,113 MARTINVALLEY ME NE,Residential - Secondary Suite,NEW: SECONDARY SUITE (BASEMENT),In Advertising,2023-07-16T00:00:00.000,2023-08-21T00:00:00.000,MARTINDALE,5.0,NE,51.123,-113.951,ESTABLISHED,NORTHEAST
DP2023-04762,112 LEGACY MR SE,Residential - Secondary Suite,NEW: SECONDARY SUITE (BASEMENT),In Advertising,2023-07-16T00:00:00.000,2023-08-21T00:00:00.000,LEGACY,14.0,SE,50.858,-114.01,DEVELOPING,SOUTH
DP2023-04800,116 SOMERCREST GV SW,Residential - Secondary Suite,NEW: SECONDARY SUITE (BASEMENT),In Advertising,2023-07-17T00:00:00.000,2023-08-16T00:00:00.000,SOMERSET,13.0,SW,50.903,-114.087,ESTABLISHED,SOUTH
DP2023-04796,152 SAVANNA CL NE,Residential - Secondary Suite,NEW: SECONDARY SUITE (BASEMENT),In Advertising,2023-07-17T00:00:00.000,2023-08-04T00:00:00.000,SADDLE RIDGE,5.0,NE,51.134,-113.963,DEVELOPING,NORTHEAST
DP2023-04795,82 CARRINGSBY WY NW,Residential - Secondary Suite,NEW: SECONDARY SUITE (BASEMENT),In Advertising,2023-07-17T00:00:00.000,2023-08-21T00:00:00.000,CARRINGTON,3.0,NW,51.179,-114.093,DEVELOPING,NORTH
DP2023-04785,152 PINECLIFF WY NE,Residential - Secondary Suite,NEW: SECONDARY SUITE (BASEMENT),In Advertising,2023-07-17T00:00:00.000,2023-08-21T00:00:00.000,PINERIDGE,10.0,NE,51.081,-113.937,ESTABLISHED,NORTHEAST
DP2023-04784,4 REDSTONE PA NE,Residential - Secondary Suite,NEW: SECONDARY SUITE (BASEMENT),In Advertising,2023-07-17T00:00:00.000,2023-08-14T00:00:00.000,REDSTONE,5.0,NE,51.17,-113.962,DEVELOPING,NORTHEAST
DP2023-04781,1284 NORTHMOUNT DR NW,Residential - Secondary Suite,NEW: SECONDARY SUITE (BASEMENT),In Advertising,2023-07-17T00:00:00.000,2023-08-14T00:00:00.000,BRENTWOOD,4.0,NW,51.092,-114.126,ESTABLISHED,NORTHWEST
DP2023-04770,490 WALGROVE WY SE,Residential - Secondary Suite,NEW: SECONDARY SUITE (BASEMENT),In Advertising,2023-07-17T00:00:00.000,2023-08-21T00:00:00.000,WALDEN,14.0,SE,50.864,-114.014,COMPLETE,SOUTH
DP2023-04805,239 DOVERTHORN CL SE,Residential - Secondary Suite,NEW: SECONDARY SUITE (BASEMENT),In Advertising,2023-07-18T00:00:00.000,2023-08-21T00:00:00.000,DOVER,9.0,SE,51.02,-113.993,ESTABLISHED,EAST
DP2023-04953,2636 14 AV SE,Residential - Secondary Suite,"NEW: SECONDARY SUITE (BASEMENT - AVPA), RELAXATION: FENCE (HEIGHT)",In Advertising,2023-07-21T00:00:00.000,2023-08-21T00:00:00.000,ALBERT PARK/RADISSON HEIGHTS,9.0,SE,51.041,-113.998,ESTABLISHED,EAST
DP2023-04950,62 CITADEL CREST CI NW,Residential - Secondary Suite,NEW: SECONDARY SUITE (BASEMENT),In Advertising,2023-07-21T00:00:00.000,2023-08-09T00:00:00.000,CITADEL,2.0,NW,51.144,-114.179,ESTABLISHED,NORTHWEST
DP2023-04939,163 WHITEVIEW CL NE,Residential - Secondary Suite,"NEW: ACCESSORY RESIDENTIAL BUILDING (GARAGE), BACKYARD SUITE (ABOVE GARAGE)",In Advertising,2023-07-21T00:00:00.000,2023-08-21T00:00:00.000,WHITEHORN,10.0,NE,51.084,-113.969,ESTABLISHED,NORTHEAST
DP2023-04959,20 NOLANFIELD PT NW,Residential - Secondary Suite,NEW: SECONDARY SUITE (BASEMENT),In Advertising,2023-07-23T00:00:00.000,2023-08-21T00:00:00.000,NOLAN HILL,2.0,NW,51.179,-114.165,COMPLETE,NORTH
DP2023-05010,164 ARBOUR CREST HT NW,Residential - Additions over 10 sq metres,ADDITION: SINGLE DETACHED DWELLING (MAIN FLOOR - REAR),In Circulation,2023-07-24T00:00:00.000,,ARBOUR LAKE,2.0,NW,51.139,-114.203,ESTABLISHED,NORTHWEST
DP2023-04996,2524 CHATEAU PL NW,Residential - New Single / Semi / Duplex,NEW: SINGLE DETACHED DWELLING,In Advertising,2023-07-24T00:00:00.000,2023-08-09T00:00:00.000,CHARLESWOOD,4.0,NW,51.082,-114.12,ESTABLISHED,NORTHWEST
DP2023-05039,3424 32 ST SW,Residential - Secondary Suite,NEW: SECONDARY SUITE (BASEMENT),Hold,2023-07-25T00:00:00.000,,RUTLAND PARK,8.0,SW,51.024,-114.134,ESTABLISHED,WEST
DP2023-05020,164 SAVANNA WY NE,Residential - Secondary Suite,NEW: SECONDARY SUITE (BASEMENT),In Advertising,2023-07-25T00:00:00.000,2023-08-16T00:00:00.000,SADDLE RIDGE,5.0,NE,51.138,-113.968,DEVELOPING,NORTHEAST
DP2023-05141,197 CORAL REEF MR NE,Residential - Secondary Suite,NEW: SECONDARY SUITE (BASEMENT),Hold,2023-07-29T00:00:00.000,,CORAL SPRINGS,10.0,NE,51.108,-113.924,ESTABLISHED,NORTHEAST
DP2023-05171,425 NOLAN HILL BV NW,Residential - Secondary Suite,NEW: SECONDARY SUITE (BASEMENT),In Advertising,2023-07-31T00:00:00.000,2023-08-21T00:00:00.000,NOLAN HILL,2.0,NW,51.173,-114.169,COMPLETE,NORTH
DP2023-05150,#1 3803 RUNDLEHORN DR NE,Residential - Additions over 10 sq metres,ADDITION: SINGLE DETACHED DWELLING (COVERED PORCH),Under Review,2023-07-31T00:00:00.000,,RUNDLE,10.0,NE,51.071,-113.98,ESTABLISHED,NORTHEAST
DP2023-05244,19 WHITAKER CO NE,Residential - Secondary Suite,NEW: SECONDARY SUITE (BASEMENT),In Circulation,2023-08-01T00:00:00.000,,WHITEHORN,10.0,NE,51.087,-113.979,ESTABLISHED,NORTHEAST
DP2023-05281,364 AUBURN CREST WY SE,Residential - Secondary Suite,NEW: SECONDARY SUITE (BASEMENT),Hold,2023-08-02T00:00:00.000,,AUBURN BAY,12.0,SE,50.886,-113.943,COMPLETE,SOUTHEAST
DP2023-05726,905 DRURY AV NE,Residential - Secondary Suite,NEW: SECONDARY SUITE (SECONDARY SUITE),Hold,2023-08-18T00:00:00.000,,BRIDGELAND/RIVERSIDE,9.0,NE,51.058,-114.042,ESTABLISHED,CENTRE
DP2023-05762,9 SHERWOOD ST NW,Residential - Secondary Suite,NEW: SECONDARY SUITE (BASEMENT),Hold,2023-08-20T00:00:00.000,,SHERWOOD,2.0,NW,51.163,-114.151,ESTABLISHED,NORTH
DP2023-05782,4904B MARIAN RD NE,Residential - Secondary Suite,NEW: SECONDARY SUITE (SECONDARY SUITE),Hold,2023-08-21T00:00:00.000,,MARLBOROUGH,10.0,NE,51.059,-113.964,ESTABLISHED,NORTHEAST
DP2023-05771,16277 SHAWBROOKE DR SW,Residential - Additions 10 sq metres and under,ADDITION: SINGLE DETACHED DWELLING (COVERED PORCH),Hold,2023-08-21T00:00:00.000,,SHAWNESSY,13.0,SW,50.905,-114.089,ESTABLISHED,SOUTH
DP2023-05869,7612 24 ST SE,Residential - Secondary Suite,NEW: SECONDARY SUITE (SECONDARY SUITE),New,2023-08-23T00:00:00.000,,OGDEN,9.0,SE,50.985,-114.001,ESTABLISHED,SOUTHEAST
DP2023-05849,259 AQUILA WY NW,Residential - Secondary Suite,NEW: SECONDARY SUITE (SECONDARY SUITE),New,2023-08-23T00:00:00.000,,GLACIER RIDGE,2.0,NW,51.185,-114.173,DEVELOPING,NORTH
DP2023-05901,1520 51 ST SE,Residential - Secondary Suite,NEW: SECONDARY SUITE (SECONDARY SUITE),New,2023-08-24T00:00:00.000,,FOREST LAWN,9.0,SE,51.04,-113.96,ESTABLISHED,EAST
DP2023-05875,#42 4810 40 AV SW,Residential - Secondary Suite,NEW: SECONDARY SUITE (SECONDARY SUITE),New,2023-08-24T00:00:00.000,,GLAMORGAN,6.0,SW,51.017,-114.156,ESTABLISHED,WEST
DP2023-05936,188 EVANSBOROUGH WY NW,Residential - Secondary Suite,NEW: SECONDARY SUITE (SECONDARY SUITE),New,2023-08-26T00:00:00.000,,EVANSTON,2.0,NW,51.183,-114.121,COMPLETE,NORTH
DP2023-06291,1036 CENTRE AV NE,Residential - Multi-Family,"NEW: ROWHOUSE BUILDING (1 BUILDING), SECONDARY SUITE (4 SUITES)",Pending Release,2023-09-08T00:00:00.000,2024-06-24T00:00:00.000,BRIDGELAND/RIVERSIDE,9.0,NE,51.052,-114.038,ESTABLISHED,CENTRE
DP2023-06342,2743 MORLEY TR NW,Residential - New Single / Semi / Duplex,NEW: SINGLE DETACHED DWELLING (WEST PARCEL),Pending Release,2023-09-11T00:00:00.000,2023-12-13T00:00:00.000,BANFF TRAIL,7.0,NW,51.078,-114.113,ESTABLISHED,CENTRE
DP2023-06392,12825 KINCORA GA NW,Residential - Multi-Family,"NEW: MULTI-RESIDENTIAL DEVELOPMENT (1 BUILDING, 4 PHASES)",Pending Release,2023-09-12T00:00:00.000,2024-08-26T00:00:00.000,KINCORA,2.0,NW,51.167,-114.147,DEVELOPING,NORTH
DP2023-06469,2104 29 AV SW,Residential - Multi-Family,"NEW: ROWHOUSE BUILDING (1 BUILDING), SECONDARY SUITE (4 SUITES), ACCESSORY RESIDENTIAL BUILDING (GARAGE)",Pending Release,2023-09-14T00:00:00.000,2024-11-29T00:00:00.000,RICHMOND,8.0,SW,51.028,-114.11,ESTABLISHED,CENTRE
DP2023-06646,1878 NA'A DR SW,Residential - Multi-Family,NEW: MULTI-RESIDENTIAL DEVELOPMENT (1 BUILDING),Pending Release,2023-09-21T00:00:00.000,2024-09-19T00:00:00.000,MEDICINE HILL,6.0,SW,51.08,-114.206,COMPLETE,WEST
DP2023-07011,3765 136 AV NW,Residential - Multi-Family,"NEW: MULTI-RESIDENTIAL DEVELOPMENT (30 BUILDINGS, 30 PHASES)",Pending Release,2023-10-03T00:00:00.000,2025-03-27T00:00:00.000,SAGE HILL,2.0,NW,51.176,-114.139,DEVELOPING,NORTH
DP2023-07626,5431 6 ST SW,Residential - Multi-Family,"NEW: ROWHOUSE BUILDING (1 BUILDING), SECONDARY SUITE (4 SUITES)",Pending Release,2023-10-27T00:00:00.000,2024-08-15T00:00:00.000,WINDSOR PARK,11.0,SW,51.006,-114.079,ESTABLISHED,CENTRE
DP2023-07899,7204 5 ST SW,Residential - Multi-Family - Minor and Rowhouses,"NEW: ROWHOUSE BUILDING (1 BUILDING), SECONDARY SUITE (3 SUITES), ACCESSORY RESIDENTIAL BUILDING (GARAGE)",Pending Release,2023-11-07T00:00:00.000,2024-06-13T00:00:00.000,KINGSLAND,11.0,SW,50.99,-114.078,ESTABLISHED,SOUTH
DP2023-08020,2110 48 ST NW,Residential - Multi-Family,"NEW: ROWHOUSE BUILDING (1 BUILDING), SECONDARY SUITES (4 SUITES) ACCESSORY RESIDENTIAL BUILDING (GARAGE)",Pending Release,2023-11-13T00:00:00.000,2024-12-20T00:00:00.000,MONTGOMERY,7.0,NW,51.076,-114.161,ESTABLISHED,NORTHWEST
DP2023-08078,6623 BOW CR NW,Residential - Contextual Dwelling,"NEW: CONTEXTUAL SINGLE DETACHED DWELLING, ACCESSORY RESIDENTIAL BUILDING (GARAGE) WEST",Pending Release,2023-11-15T00:00:00.000,2023-12-14T00:00:00.000,BOWNESS,1.0,NW,51.089,-114.184,ESTABLISHED,NORTHWEST
DP2023-08104,2702 14 AV SW,Residential - Multi-Family,"NEW: ROWHOUSE BUILDING (1 BUILDING),  SECONDARY SUITE (4 SUITES), ACCESSORY RESIDENTIAL BUILDING (GARAGE)",Pending Release,2023-11-16T00:00:00.000,2025-01-28T00:00:00.000,SHAGANAPPI,8.0,SW,51.04,-114.125,ESTABLISHED,CENTRE
DP2023-08134,2435 81 ST SW,Residential - Multi-Family,"NEW: MULTI-RESIDENTIAL DEVELOPMENT (1 BUILDING), ACCESSORY RESIDENTIAL BUILDING (CLUBHOUSE), SEMI-DETACHED DWELLING (2 BUILDINGS) (4 PHASES)",Pending Release,2023-11-17T00:00:00.000,2025-08-14T00:00:00.000,SPRINGBANK HILL,6.0,SW,51.032,-114.205,DEVELOPING,WEST
DP2023-08315,3633 WESTWINDS DR NE,Residential - Multi-Family,"NEW: MULTI-RESIDENTIAL DEVELOPMENT (3 BUILDING), ACCESSORY RESIDENTIAL BUILDING (WASTE AND RECYCLING ENCLOSURE)    ",Hold,2023-11-24T00:00:00.000,,WESTWINDS,5.0,NE,51.109,-113.97,,NORTHEAST
DP2023-08334,5 NEW PL SE,Residential - New Single / Semi / Duplex,NEW: SINGLE DETACHED DWELLING,Pending Release,2023-11-25T00:00:00.000,2024-07-15T00:00:00.000,INGLEWOOD,9.0,SE,51.042,-114.028,ESTABLISHED,CENTRE
DP2023-08567,723 32 ST NW,Residential - New Single / Semi / Duplex,"NEW: SINGLE DETACHED DWELLING, ACCESSORY RESIDENTIAL BUILDING (GARAGE)",Pending Release,2023-12-05T00:00:00.000,2024-02-12T00:00:00.000,PARKDALE,7.0,NW,51.059,-114.132,ESTABLISHED,CENTRE
DP2023-08687,1614 3 ST NW,Residential - Multi-Family - Minor and Rowhouses,"NEW: SEMI-DETACHED DWELLING (2 BUILDINGS), SECONDARY SUITE (BASEMENT - 4), ACCESSORY RESIDENTIAL BUILDING (GARAGE)",Pending Release,2023-12-11T00:00:00.000,2024-07-22T00:00:00.000,CRESCENT HEIGHTS,7.0,NW,51.066,-114.07,ESTABLISHED,CENTRE
DP2023-08726,655 100 ST NE,Residential - Multi-Family,"NEW: DWELLING UNIT (5 PHASES, 4 BUILDINGS), ACCESSORY RESIDENTIAL BUILDING (PERGOLA)",Pending Release,2023-12-12T00:00:00.000,2025-12-03T00:00:00.000,HUXLEY,9.0,NE,51.053,-113.891,DEVELOPING,EAST
DP2023-08773,2215 16A ST SW,Residential - Multi-Family,"NEW: MULTI-RESIDENTIAL DEVELOPMENT (2 BUILDINGS), SECONDARY SUITE (4 SUITES), ACCESSORY RESIDENTIAL BUILDING (BICYCLE PARKING SHED) ",Pending Release,2023-12-13T00:00:00.000,2026-01-26T00:00:00.000,BANKVIEW,8.0,SW,51.034,-114.101,ESTABLISHED,CENTRE
DP2023-08893,655 100 ST NE,Residential - Multi-Family,"NEW: DWELLING UNIT (11 PHASES, 5 BUILDINGS), ACCESSORY RESIDENTIAL BUILDING (PERGOLA)",Pending Release,2023-12-18T00:00:00.000,2025-12-03T00:00:00.000,HUXLEY,9.0,NE,51.053,-113.891,DEVELOPING,EAST
DP2023-08971,1536 37 ST SE,Residential - Multi-Family,"NEW: DWELLING UNITS (2 BUILDING), SECONDARY SUITES (5 SUITES), ACCESSORY RESIDENTIAL BUILDING (MOBILITY STORAGE)",Pending Release,2023-12-19T00:00:00.000,2024-11-28T00:00:00.000,FOREST LAWN,9.0,SE,51.04,-113.98,ESTABLISHED,EAST
DP2024-00072,1840 40 ST SE,Residential - Multi-Family,"NEW: NEW: MULTI-RESIDENTIAL DEVELOPMENT (2 BUILDINGS), SECONDARY SUITES (4 SUITES), ACCESSORY RESIDENTIAL BUILDING (BICYCLE STORAGE)",Hold,2024-01-04T00:00:00.000,,FOREST LAWN,9.0,SE,51.036,-113.976,ESTABLISHED,EAST
DP2024-00126,55 COPPERPOND PS SE,Residential - Multi-Family,"NEW: DWELLING UNITS (4 PHASES, 3 BUILDINGS)",Pending Release,2024-01-07T00:00:00.000,2024-11-04T00:00:00.000,COPPERFIELD,12.0,SE,50.927,-113.931,ESTABLISHED,SOUTHEAST
DP2024-00112,1410 2 ST NE,Residential - Multi-Family,"NEW: MULTI-RESIDENTIAL DEVELOPMENT (1 BUILDING), SECONDARY SUITES (4 SUITES), ACCESSORY RESIDENTIAL BUILDING (GARAGE)",Pending Release,2024-01-07T00:00:00.000,2025-04-02T00:00:00.000,CRESCENT HEIGHTS,7.0,NE,51.065,-114.057,ESTABLISHED,CENTRE
DP2024-00306,2002 51 AV SW,Residential - Multi-Family,"NEW: ROWHOUSE BUILDING (1 BUILDING), SECONDARY SUITE (4 SUITES), ACCESSORY RESIDENTIAL BUILDING (GARAGE)",Pending Release,2024-01-15T00:00:00.000,2025-02-03T00:00:00.000,NORTH GLENMORE PARK,11.0,SW,51.008,-114.107,ESTABLISHED,WEST
DP2024-00515,655 100 ST NE,Residential - Multi-Family,"NEW: DWELLING UNIT (11 PHASES, 4 BUILDINGS), ACCESSORY RESIDENTIAL BUILDING (TRELLIS)",Pending Release,2024-01-23T00:00:00.000,2025-12-03T00:00:00.000,HUXLEY,9.0,NE,51.053,-113.891,DEVELOPING,EAST
DP2024-00842,1443 37 ST SW,Residential - Multi-Family,NEW: MULTI-RESIDENTIAL DEVELOPMENT (1 BUILDING),Pending Release,2024-02-06T00:00:00.000,2024-12-16T00:00:00.000,ROSSCARROCK,8.0,SW,51.04,-114.141,ESTABLISHED,WEST
DP2024-01376,2645 21 ST SW,Residential - Multi-Family,"NEW: ROWHOUSE BUILDING (2 BUILDINGS), SECONDARY SUITE (8 SUITES)",Pending Release,2024-02-28T00:00:00.000,2025-10-09T00:00:00.000,RICHMOND,8.0,SW,51.031,-114.112,ESTABLISHED,CENTRE
