sample_site,site_key,sample_date,parameter,numeric_result,result_units,result_qualifier,latitude_degrees,longitude_degrees
Bow River Below Ghost Dam,SUR_BR-GD,2023-04-10 10:41:00,Nitrate (NO3-N),0.149,mg/L,,51.22053,-114.70511
Bow River Below Ghost Dam,SUR_BR-GD,2023-04-10 10:41:00,Dissolved Oxygen (Field),12.52,mg/L,,51.22053,-114.70511
Bow River Below Ghost Dam,SUR_BR-GD,2023-04-10 10:41:00,Water Temperature (Field),1.5,°C,,51.22053,-114.70511
Bow River Below Ghost Dam,SUR_BR-GD,2023-04-10 10:41:00,Total Phosphorus (TP),0.004,mg/L,,51.22053,-114.70511
Bow River Below Ghost Dam,SUR_BR-GD,2023-04-10 10:41:00,Turbidity,0.9,NTU,,51.22053,-114.70511
Bow River Below Ghost Dam,SUR_BR-GD,2023-04-10 10:41:00,E.coli,1.0,MPN/100mL,<,51.22053,-114.70511
Bow River Highway 22 Bridge,SUR_BR-22,2023-04-10 11:08:00,E.coli,1.0,MPN/100mL,<,51.18297,-114.48733
Bow River Highway 22 Bridge,SUR_BR-22,2023-04-10 11:08:00,Total Phosphorus (TP),0.005,mg/L,,51.18297,-114.48733
Bow River Highway 22 Bridge,SUR_BR-22,2023-04-10 11:08:00,pH,8.2,pH units,,51.18297,-114.48733
Bow River Highway 22 Bridge,SUR_BR-22,2023-04-10 11:08:00,Nitrate (NO3-N),0.184,mg/L,,51.18297,-114.48733
Bow River Highway 22 Bridge,SUR_BR-22,2023-04-10 11:08:00,Water Temperature (Field),2.3,°C,,51.18297,-114.48733
Bow River Highway 22 Bridge,SUR_BR-22,2023-04-10 11:08:00,Dissolved Oxygen (Field),12.19,mg/L,,51.18297,-114.48733
Bow River Highway 22 Bridge,SUR_BR-22,2023-04-10 11:08:00,Turbidity,0.89,NTU,,51.18297,-114.48733
Bow River Cushing Bridge,SUR_BR-CB,2023-04-11 09:02:00,pH,8.2,pH units,,51.03857,-114.012943
Bow River Cushing Bridge,SUR_BR-CB,2023-04-11 09:02:00,Water Temperature (Field),3.3,°C,,51.03857,-114.012943
Bow River Cushing Bridge,SUR_BR-CB,2023-04-11 09:02:00,Dissolved Oxygen (Field),11.3,mg/L,,51.03857,-114.012943
Bow River Cushing Bridge,SUR_BR-CB,2023-04-11 09:02:00,Total Phosphorus (TP),0.018,mg/L,,51.03857,-114.012943
Bow River Cushing Bridge,SUR_BR-CB,2023-04-11 09:02:00,Nitrate (NO3-N),0.298,mg/L,,51.03857,-114.012943
Bow River Cushing Bridge,SUR_BR-CB,2023-04-11 09:02:00,E.coli,10.8,MPN/100mL,,51.03857,-114.012943
Bow River Cushing Bridge,SUR_BR-CB,2023-04-11 09:02:00,Turbidity,1.9,NTU,,51.03857,-114.012943
Bow River Policemans Flats,SUR_BR-PF,2023-04-11 09:31:00,Dissolved Oxygen (Field),11.05,mg/L,,50.841969,-113.951134
Bow River Policemans Flats,SUR_BR-PF,2023-04-11 09:31:00,Water Temperature (Field),3.7,°C,,50.841969,-113.951134
Bow River Policemans Flats,SUR_BR-PF,2023-04-11 09:31:00,Turbidity,11.0,NTU,,50.841969,-113.951134
Bow River Policemans Flats,SUR_BR-PF,2023-04-11 09:31:00,Total Phosphorus (TP),0.13,mg/L,,50.841969,-113.951134
Bow River Policemans Flats,SUR_BR-PF,2023-04-11 09:31:00,E.coli,75.9,MPN/100mL,,50.841969,-113.951134
Bow River Policemans Flats,SUR_BR-PF,2023-04-11 09:31:00,pH,8.0,pH units,,50.841969,-113.951134
Bow River Policemans Flats,SUR_BR-PF,2023-04-11 09:31:00,Nitrate (NO3-N),1.47,mg/L,,50.841969,-113.951134
Bow River Upstream of Highwood River,SUR_BR-HR,2023-04-11 10:05:00,pH,8.1,pH units,,50.81972,-113.79556
Bow River Upstream of Highwood River,SUR_BR-HR,2023-04-11 10:05:00,Turbidity,7.2,NTU,,50.81972,-113.79556
Bow River Upstream of Highwood River,SUR_BR-HR,2023-04-11 10:05:00,Nitrate (NO3-N),1.35,mg/L,,50.81972,-113.79556
Bow River Upstream of Highwood River,SUR_BR-HR,2023-04-11 10:05:00,Dissolved Oxygen (Field),11.3,mg/L,,50.81972,-113.79556
Bow River Upstream of Highwood River,SUR_BR-HR,2023-04-11 10:05:00,Water Temperature (Field),4.2,°C,,50.81972,-113.79556
Bow River Upstream of Highwood River,SUR_BR-HR,2023-04-11 10:05:00,E.coli,22.8,MPN/100mL,,50.81972,-113.79556
Bow River Upstream of Highwood River,SUR_BR-HR,2023-04-11 10:05:00,Total Phosphorus (TP),0.066,mg/L,,50.81972,-113.79556
Bow River Glenbow Ranch,SUR_BR-GBR,2023-04-12 09:06:00,Nitrate (NO3-N),0.141,mg/L,,51.15292,-114.375149
Bow River Glenbow Ranch,SUR_BR-GBR,2023-04-12 09:06:00,pH,8.2,pH units,,51.15292,-114.375149
Bow River Glenbow Ranch,SUR_BR-GBR,2023-04-12 09:06:00,Dissolved Oxygen (Field),12.84,mg/L,,51.15292,-114.375149
Bow River Glenbow Ranch,SUR_BR-GBR,2023-04-12 09:06:00,Water Temperature (Field),0.7,°C,,51.15292,-114.375149
Bow River Glenbow Ranch,SUR_BR-GBR,2023-04-12 09:06:00,Total Phosphorus (TP),0.006,mg/L,,51.15292,-114.375149
Bow River Glenbow Ranch,SUR_BR-GBR,2023-04-12 09:06:00,Turbidity,1.5,NTU,,51.15292,-114.375149
Bow River Glenbow Ranch,SUR_BR-GBR,2023-04-12 09:06:00,E.coli,2.0,MPN/100mL,,51.15292,-114.375149
Bow River Below Bearspaw Dam,SUR_BR-BD,2023-04-12 09:42:00,Nitrate (NO3-N),0.152,mg/L,,51.100403,-114.270774
Bow River Below Bearspaw Dam,SUR_BR-BD,2023-04-12 09:42:00,pH,8.2,pH units,,51.100403,-114.270774
Bow River Below Bearspaw Dam,SUR_BR-BD,2023-04-12 09:42:00,Water Temperature (Field),2.4,°C,,51.100403,-114.270774
Bow River Below Bearspaw Dam,SUR_BR-BD,2023-04-12 09:42:00,Dissolved Oxygen (Field),12.13,mg/L,,51.100403,-114.270774
Bow River Below Bearspaw Dam,SUR_BR-BD,2023-04-12 09:42:00,Turbidity,1.2,NTU,,51.100403,-114.270774
Bow River Below Bearspaw Dam,SUR_BR-BD,2023-04-12 09:42:00,Total Phosphorus (TP),0.005,mg/L,,51.100403,-114.270774
Bow River Below Bearspaw Dam,SUR_BR-BD,2023-04-12 09:42:00,E.coli,1.0,MPN/100mL,<,51.100403,-114.270774
Bow River Pumphouse,SUR_BR-PH,2023-04-12 10:09:00,Nitrate (NO3-N),0.149,mg/L,,51.04665,-114.114456
Bow River Pumphouse,SUR_BR-PH,2023-04-12 10:09:00,pH,8.3,pH units,,51.04665,-114.114456
Bow River Pumphouse,SUR_BR-PH,2023-04-12 10:09:00,Dissolved Oxygen (Field),12.52,mg/L,,51.04665,-114.114456
Bow River Pumphouse,SUR_BR-PH,2023-04-12 10:09:00,Water Temperature (Field),1.7,°C,,51.04665,-114.114456
Bow River Pumphouse,SUR_BR-PH,2023-04-12 10:09:00,Total Phosphorus (TP),0.006,mg/L,,51.04665,-114.114456
Bow River Pumphouse,SUR_BR-PH,2023-04-12 10:09:00,Turbidity,2.0,NTU,,51.04665,-114.114456
Bow River Pumphouse,SUR_BR-PH,2023-04-12 10:09:00,E.coli,1.0,MPN/100mL,,51.04665,-114.114456
Bow River Higgins Bridge,SUR_BR-HB,2023-04-12 10:40:00,Total Phosphorus (TP),0.035,mg/L,,50.938753,-114.008639
Bow River Higgins Bridge,SUR_BR-HB,2023-04-12 10:40:00,Nitrate (NO3-N),0.861,mg/L,,50.938753,-114.008639
Bow River Higgins Bridge,SUR_BR-HB,2023-04-12 10:40:00,pH,8.2,pH units,,50.938753,-114.008639
Bow River Higgins Bridge,SUR_BR-HB,2023-04-12 10:40:00,Turbidity,2.5,NTU,,50.938753,-114.008639
Bow River Higgins Bridge,SUR_BR-HB,2023-04-12 10:40:00,Dissolved Oxygen (Field),13.15,mg/L,,50.938753,-114.008639
Bow River Higgins Bridge,SUR_BR-HB,2023-04-12 10:40:00,E.coli,50.4,MPN/100mL,,50.938753,-114.008639
Bow River Higgins Bridge,SUR_BR-HB,2023-04-12 10:40:00,Water Temperature (Field),3.2,°C,,50.938753,-114.008639
Elbow River Above Bragg Creek,SUR_ER-BC,2023-04-17 09:53:00,E.coli,2.0,MPN/100mL,,50.943802,-114.58
Elbow River Above Bragg Creek,SUR_ER-BC,2023-04-17 09:53:00,Dissolved Oxygen (Field),11.5,mg/L,,50.943802,-114.58
Elbow River Above Bragg Creek,SUR_ER-BC,2023-04-17 09:53:00,Water Temperature (Field),2.5,°C,,50.943802,-114.58
Elbow River Above Bragg Creek,SUR_ER-BC,2023-04-17 09:53:00,Turbidity,0.74,NTU,,50.943802,-114.58
Elbow River Above Bragg Creek,SUR_ER-BC,2023-04-17 09:53:00,Total Phosphorus (TP),0.004,mg/L,,50.943802,-114.58
Elbow River Above Bragg Creek,SUR_ER-BC,2023-04-17 09:53:00,pH,8.2,pH units,,50.943802,-114.58
Elbow River Above Bragg Creek,SUR_ER-BC,2023-04-17 09:53:00,Nitrate (NO3-N),0.128,mg/L,,50.943802,-114.58
Elbow River Highway 22 Bridge,SUR_ER-22,2023-04-17 10:19:00,Nitrate (NO3-N),0.119,mg/L,,51.032926,-114.465745
Elbow River Highway 22 Bridge,SUR_ER-22,2023-04-17 10:19:00,Total Phosphorus (TP),0.033,mg/L,,51.032926,-114.465745
Elbow River Highway 22 Bridge,SUR_ER-22,2023-04-17 10:19:00,pH,8.2,pH units,,51.032926,-114.465745
Elbow River Highway 22 Bridge,SUR_ER-22,2023-04-17 10:19:00,E.coli,1.0,MPN/100mL,,51.032926,-114.465745
Elbow River Highway 22 Bridge,SUR_ER-22,2023-04-17 10:19:00,Water Temperature (Field),2.1,°C,,51.032926,-114.465745
Elbow River Highway 22 Bridge,SUR_ER-22,2023-04-17 10:19:00,Dissolved Oxygen (Field),11.92,mg/L,,51.032926,-114.465745
Elbow River Highway 22 Bridge,SUR_ER-22,2023-04-17 10:19:00,Turbidity,33.0,NTU,,51.032926,-114.465745
Elbow River Twin Bridges,SUR_ER-TB,2023-04-17 10:55:00,pH,8.2,pH units,,51.01358,-114.23731
Elbow River Twin Bridges,SUR_ER-TB,2023-04-17 10:55:00,Water Temperature (Field),2.3,°C,,51.01358,-114.23731
Elbow River Twin Bridges,SUR_ER-TB,2023-04-17 10:55:00,Dissolved Oxygen (Field),12.07,mg/L,,51.01358,-114.23731
Elbow River Twin Bridges,SUR_ER-TB,2023-04-17 10:55:00,Nitrate (NO3-N),0.145,mg/L,,51.01358,-114.23731
Elbow River Twin Bridges,SUR_ER-TB,2023-04-17 10:55:00,E.coli,1.0,MPN/100mL,,51.01358,-114.23731
Elbow River Twin Bridges,SUR_ER-TB,2023-04-17 10:55:00,Total Phosphorus (TP),0.009,mg/L,,51.01358,-114.23731
Elbow River Twin Bridges,SUR_ER-TB,2023-04-17 10:55:00,Turbidity,5.4,NTU,,51.01358,-114.23731
Elbow River Weaselhead Foot Bridge,SUR_ER-WFB,2023-04-18 08:35:00,Dissolved Oxygen (Field),12.31,mg/L,,50.991517,-114.146769
Elbow River Weaselhead Foot Bridge,SUR_ER-WFB,2023-04-18 08:35:00,Water Temperature (Field),1.1,°C,,50.991517,-114.146769
Elbow River Weaselhead Foot Bridge,SUR_ER-WFB,2023-04-18 08:35:00,Turbidity,5.5,NTU,,50.991517,-114.146769
Elbow River Weaselhead Foot Bridge,SUR_ER-WFB,2023-04-18 08:35:00,pH,8.2,pH units,,50.991517,-114.146769
Elbow River Weaselhead Foot Bridge,SUR_ER-WFB,2023-04-18 08:35:00,Total Phosphorus (TP),0.012,mg/L,,50.991517,-114.146769
Elbow River Weaselhead Foot Bridge,SUR_ER-WFB,2023-04-18 08:35:00,E.coli,10.9,MPN/100mL,,50.991517,-114.146769
Elbow River Weaselhead Foot Bridge,SUR_ER-WFB,2023-04-18 08:35:00,Nitrate (NO3-N),0.125,mg/L,,50.991517,-114.146769
Elbow River Sandy Beach,SUR_ER-SYB,2023-04-18 08:56:00,Nitrate (NO3-N),0.179,mg/L,,51.010237,-114.088008
Elbow River Sandy Beach,SUR_ER-SYB,2023-04-18 08:56:00,E.coli,1.0,MPN/100mL,<,51.010237,-114.088008
Elbow River Sandy Beach,SUR_ER-SYB,2023-04-18 08:56:00,pH,8.1,pH units,,51.010237,-114.088008
Elbow River Sandy Beach,SUR_ER-SYB,2023-04-18 08:56:00,Total Phosphorus (TP),0.007,mg/L,,51.010237,-114.088008
Elbow River Sandy Beach,SUR_ER-SYB,2023-04-18 08:56:00,Water Temperature (Field),1.8,°C,,51.010237,-114.088008
Elbow River Sandy Beach,SUR_ER-SYB,2023-04-18 08:56:00,Turbidity,1.6,NTU,,51.010237,-114.088008
Elbow River Sandy Beach,SUR_ER-SYB,2023-04-18 08:56:00,Dissolved Oxygen (Field),12.12,mg/L,,51.010237,-114.088008
Elbow River Stanley Park,SUR_ER-SP,2023-04-18 09:17:00,E.coli,6.3,MPN/100mL,,51.018486,-114.070146
Elbow River Stanley Park,SUR_ER-SP,2023-04-18 09:17:00,Dissolved Oxygen (Field),12.58,mg/L,,51.018486,-114.070146
Elbow River Stanley Park,SUR_ER-SP,2023-04-18 09:17:00,Water Temperature (Field),1.7,°C,,51.018486,-114.070146
Elbow River Stanley Park,SUR_ER-SP,2023-04-18 09:17:00,Total Phosphorus (TP),0.008,mg/L,,51.018486,-114.070146
Elbow River Stanley Park,SUR_ER-SP,2023-04-18 09:17:00,pH,8.2,pH units,,51.018486,-114.070146
